id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
5201,1959,male,25,2,8,12,1,"0,99",35
5202,1945,male,267,6,245,99,5,"9,95",10
5203,1939,female,267,8,126,115,13,"60,87",50
5204,1946,female,267,2,265,557,2,"14,98",25
5205,1948,male,219,9,219,136,1,"0,99",20
5206,1948,female,267,2,5,403,56,"405,51",116
5207,1963,male,378,14,377,268,2,"9,98",21
5208,1994,female,5,4,4,7,3,"20,97",103
5209,1936,female,245,15,177,24,11,"239,89",10
5210,1970,male,376,10,320,75,3,"2,97",13
5211,1972,male,271,9,81,25,1,"0,99",29
5212,1953,female,218,3,205,12,1,"4,99",23
5213,1953,female,73,19,60,18,4,"11,99",35
5214,1950,male,80,2,34,130,26,"284,77",137
5215,1940,female,41,14,27,12,1,2,18
5216,1942,male,444,22,433,82,2,"19,98",18
5217,1990,male,31,20,31,11,2,"3,98",31
5218,1960,female,368,10,201,236,12,"93,88",24
5219,1962,male,258,2,34,161,6,"14,97",59
5220,1961,male,255,7,253,137,1,"0,99",15
5221,1960,male,646,3,122,425,3,"20,97",43
5222,1971,male,218,11,11,59,3,"19,97",22
5223,1973,female,250,7,194,286,3,"30,97",57
5224,1968,male,65,10,58,45,1,"49,99",118
5225,1985,male,199,2,165,12,5,"14,95",17
5226,1945,male,68,2,2,95,15,"56,89",100
5227,1959,female,28,6,17,60,3,"9,97",56
5228,1971,male,262,22,95,26,1,"0,99",13
5229,1972,male,250,6,249,134,1,"4,99",11
5230,1956,female,249,1,51,113,6,"27,95",93
5231,1977,male,442,23,78,25,5,"18,96",35
5232,1960,male,364,30,301,49,2,"54,98",11
5233,1949,female,74,3,42,91,1,2,22
5234,1959,,268,2,79,897,40,"196,61",47
5235,1958,male,268,7,70,521,5,"16,96",70
5236,1944,male,50,5,32,8,5,"64,95",67
5237,1978,male,232,3,133,130,2,"4,98",27
5238,1982,male,243,14,18,33,4,"7,99",57
5239,1957,male,463,8,262,52,4,"44,96",38
5240,1943,female,225,2,129,532,9,"50,91",37
5241,1970,female,268,2,4,469,34,"969,72",208
5242,1978,male,232,2,219,251,1,"0,99",17
5243,1965,male,377,2,5,1033,55,"560,62",182
5244,1970,female,27,3,19,42,1,2,15
5245,1986,male,245,5,237,12,2,"1,98",9
5246,1943,male,221,2,2,194,27,"195,75",139
5247,1959,male,259,2,4,929,13,"49,88",49
5248,1970,male,562,2,268,148,3,"2,97",11
5249,1955,male,356,2,67,306,3,"4,99",17
5250,1940,male,12,12,12,1,1,"0,99",7
5251,1949,female,247,2,130,408,3,"27,97",48
5252,1955,female,78,3,62,39,1,"0,99",18
5253,1950,female,225,2,219,524,1,"0,99",17
5254,1984,male,40,29,32,15,1,"0,99",20
5255,1960,male,790,3,788,16,1,1,10
5256,1956,female,198,16,153,102,8,"8,93",18
5257,1951,female,222,2,149,196,4,"13,96",33
5258,1969,female,80,2,3,25,3,"3,99",50
5259,1965,male,30,7,20,22,5,"24,95",67
5260,1961,female,158,4,106,403,8,"22,93",741
5261,1970,male,246,10,202,72,3,"7,96",15
5262,1952,female,225,2,18,322,11,"106,95",66
5263,1955,female,256,2,9,251,33,"365,68",130
5264,1950,male,43,2,7,121,5,"37,96",90
5265,1955,male,404,2,373,1178,1,"0,99",19
5266,1967,female,258,13,209,405,17,"134,83",325
5267,1948,male,269,2,247,328,1,"4,99",11
5268,1971,male,257,12,208,202,1,"0,99",32
5269,1956,male,267,13,128,42,11,"118,89",42
5270,1975,female,235,15,62,110,7,"20,93",36
5271,1970,female,79,6,65,19,7,"34,94",67
5272,1970,female,76,3,39,291,10,"62,93",692
5273,1959,female,75,2,47,128,2,"5,98",39
5274,1966,male,268,2,114,1764,6,"6,94",931
5275,1962,male,259,5,33,520,9,"55,94",76
5276,1959,male,259,2,84,439,7,"57,96",98
5277,1980,male,255,4,104,36,1,"0,99",14
5278,1951,female,256,4,11,269,12,"109,96",68
5279,1990,female,62,6,51,76,1,"4,99",40
5280,1951,male,376,2,113,578,4,"21,97",47
5281,1958,female,243,6,84,143,43,"610,59",194
5282,1979,female,432,9,416,1239,1,"0,99",453
5283,1948,female,269,2,22,166,36,"431,65",59
5284,1954,male,256,6,253,21,1,"0,99",7
5285,1959,male,662,2,642,600,1,"0,99",23
5286,1969,female,259,9,255,525,4,"3,96",366
5287,1957,female,14,4,14,18,2,"9,98",32
5288,1959,male,74,28,54,34,3,"3,98",39
5289,1957,female,238,1,4,201,36,"186,64",102
5290,1951,male,211,3,42,254,1,2,27
5291,1970,female,62,2,6,98,7,"31,96",75
5292,1954,male,55,8,14,17,9,"36,94",56
5293,1970,male,256,2,9,41,11,"57,91",59
5294,1956,male,249,14,33,15,4,"26,97",41
5295,1952,female,269,2,154,427,4,"34,96",46
5296,1951,male,222,3,158,196,3,"6,98",16
5297,1961,female,209,27,208,19,3,"15,97",10
5298,1970,female,159,24,108,72,17,"82,86",72
5299,1951,male,237,3,26,211,3,"3,98",47
5300,1958,female,77,2,6,192,5,"26,97",75
5301,1957,male,256,7,210,77,2,"5,98",30
5302,1938,male,40,15,34,60,1,2,21
5303,1961,male,364,17,33,175,3,"8,98",22
5304,1984,female,449,2,197,471,6,"29,94",144
5305,1957,male,394,25,25,4,6,"15,94",31
5306,1967,female,30,2,29,7,1,"0,99",29
5307,1970,male,269,2,234,562,29,"514,71",20
5308,1955,male,232,2,14,204,8,"68,97",109
5309,1982,male,222,2,217,56,3,"3,97",16
5310,1947,male,404,3,6,159,6,"25,93",27
5311,1963,male,67,2,11,198,8,"51,96",93
5312,1959,female,388,5,26,75,10,"37,95",46
5313,1959,female,255,2,171,48,1,"0,99",10
5314,1986,male,244,11,143,348,6,"6,94",45
5315,1949,male,220,7,218,42,1,"4,99",13
5316,1966,male,73,6,8,110,2,"10,98",28
5317,1995,male,27,27,27,1,1,2,39
5318,1949,male,463,2,94,348,15,"144,87",127
5319,1950,male,380,6,223,374,8,"19,91",49
5320,1959,male,390,4,337,173,1,"0,99",16
5321,1960,male,256,2,7,118,32,"187,71",121
5322,1953,female,247,3,93,247,11,"120,93",103
5323,1960,male,571,19,571,14,1,"0,99",5
5324,1954,female,80,3,75,145,1,"0,99",39
5325,1968,female,221,13,198,84,2,"1,98",11
5326,1944,male,551,7,70,2096,6,"15,96",41
5327,1943,male,389,18,364,190,2,"6,98",23
5328,1963,male,413,2,155,365,2,"1,98",18
5329,1961,male,256,2,145,470,1,1,48
5330,1978,female,238,24,45,158,13,"82,87",40
5331,1954,male,218,1,50,1073,3,"47,98",241
5332,1937,male,222,20,54,9,2,"3,98",18
5333,1954,male,213,24,45,129,8,"41,93",69
5334,1924,male,395,2,143,2167,10,"56,9",833
5335,1958,male,585,2,97,487,2,"4,98",64
5336,1948,male,260,2,6,12,1,"0,99",14
5337,1969,male,238,11,165,29,2,"14,98",14
5338,1965,male,201,2,5,123,33,"3715,77",506
5339,1961,female,267,14,142,226,10,"11,9",9
5340,1980,male,270,2,155,683,15,"456,85",62
5341,1974,male,267,10,14,8,4,"399,96",290
5342,1956,female,221,2,13,1063,4,7,41
5343,1949,male,413,2,71,530,4,"8,98",54
5344,1941,male,354,2,3,97,9,"156,92",72
5345,1983,male,42,4,30,106,1,"0,99",19
5346,1961,male,75,2,2,105,9,"20,92",66
5347,1968,female,172,7,111,133,10,"23,9",30
5348,1942,female,356,2,233,268,57,"309,42",22
5349,1955,male,62,10,57,12,2,"4,99",26
5350,1976,male,31,25,30,11,2,"49,98",60
5351,1964,female,222,11,206,568,2,"14,98",15
5352,1955,female,79,2,79,111,1,"0,99",31
5353,1957,female,358,2,325,485,2,"1,98",20
5354,1960,male,223,5,216,75,1,"0,99",12
5355,1959,male,274,10,271,65,3,"6,97",11
5356,1970,male,210,3,202,7,1,"0,99",9
5357,1961,male,442,8,56,24,3,"10,97",27
5358,1963,male,208,2,200,469,1,"0,99",20
5359,1973,male,42,6,12,99,37,"1928,67",422
5360,1955,female,815,3,815,1017,1,1,48
5361,1948,male,247,2,242,391,13,"199,87",26
5362,1950,female,466,4,4,78,5,"18,97",48
5363,1969,male,415,9,356,32,4,"31,96",8
5364,1965,female,234,4,98,213,8,"14,92",31
5365,1952,female,268,4,33,162,7,"15,93",49
5366,1955,female,175,2,53,302,3,5,28
5367,1957,female,67,4,43,73,9,"48,92",68
5368,1950,male,221,24,25,30,4,"17,97",34
5369,1952,female,52,10,12,38,2,"7,99",35
5370,1961,female,425,3,199,670,5,"5,94",16
5371,1968,male,64,2,18,33,5,"12,97",75
5372,1954,male,389,3,35,598,9,"51,91",43
5373,1960,male,80,24,40,62,16,"105,89",97
5374,1958,male,73,20,73,11,1,"9,99",41
5375,1966,male,367,7,351,54,3,"109,97",10
5376,1966,female,220,18,166,92,3,"2,97",17
5377,1959,female,259,2,5,192,4,"7,99",32
5378,1964,female,187,2,159,296,4,"4,97",35
5379,1961,female,223,13,210,37,1,"99,99",8
5380,1946,male,352,23,285,73,1,"9,99",17
5381,1966,male,270,3,253,149,3,"2,97",26
5382,1961,female,170,2,18,151,1,2,19
5383,1952,male,219,29,31,63,38,"1549,62",174
5384,1971,female,219,2,155,154,6,"5,94",13
5385,1953,male,225,2,10,310,2,"3,98",36
5386,1965,male,392,17,375,235,1,"0,99",24
5387,1960,male,237,2,159,309,1,1,7
5388,1958,female,50,3,11,64,5,"17,99",72
5389,1967,female,771,3,33,30,3,"6,97",32
5390,1961,male,235,22,158,156,5,"24,96",45
5391,1948,male,195,2,89,388,2,"2,99",28
5392,1937,female,79,3,42,96,5,"5,96",28
5393,1973,female,74,2,26,105,8,"61,97",59
5394,1961,male,394,20,105,139,2,"3,98",30
5395,1979,male,26,2,26,8,1,"9,99",50
5396,1947,male,438,24,375,268,8,"40,92",24
5397,1968,male,377,24,376,154,2,"6,98",23
5398,1954,male,80,7,80,4,1,2,20
5399,1972,male,80,18,79,8,2,"22,98",46
5400,1960,female,213,1,9,419,14,"74,88",71
5401,1947,female,218,1,160,369,1,1,15
5402,1985,female,51,10,12,104,1,"1,99",14
5403,1947,female,80,30,60,56,3,"6,98",42
5404,1941,female,255,7,43,800,66,"2148,37",129
5405,1959,male,234,2,30,94,1,"0,99",7
5406,1953,female,235,5,90,797,26,"182,82",109
5407,1967,male,212,2,61,124,1,2,25
5408,1968,male,466,2,33,436,12,"63,91",96
5409,1946,female,438,2,2,64,5,"16,97",45
5410,1955,male,404,2,5,797,57,"328,47",192
5411,1940,male,467,2,403,548,2,"10,98",36
5412,1961,male,429,12,369,92,7,"150,93",27
5413,1953,male,270,7,256,13,1,"0,99",9
5414,1970,female,74,6,68,34,1,2,13
5415,1929,male,378,2,2,533,80,"1235,21",310
5416,1958,male,235,2,188,475,12,"50,87",25
5417,1948,male,439,6,12,57,7,"44,95",90
5418,1969,female,210,5,33,132,9,"32,93",76
5419,1957,male,273,2,19,321,6,"77,95",96
5420,1977,female,211,2,130,371,1,"0,99",85
5421,1950,female,267,4,202,183,1,"0,99",15
5422,1955,female,257,2,138,352,2,"26,99",21
5423,1986,female,220,2,220,462,1,"24,99",774
5424,1945,female,790,4,120,296,7,"41,93",29
5425,1950,female,225,5,9,459,41,"337,61",90
5426,1962,female,54,3,3,26,7,"28,97",84
5427,1967,male,245,4,83,340,2,"5,98",31
5428,1975,male,201,8,150,119,7,"30,93",36
5429,1961,male,236,2,12,2761,7,"10,97",28
5430,1978,male,801,19,364,447,3,"2,99",24
5431,1954,male,244,2,116,419,1,"0,99",35
5432,1944,male,623,14,364,1491,5,"10,95",58
5433,1936,male,49,2,33,112,6,"29,96",85
5434,1970,male,258,2,163,223,1,"9,99",15
5435,1905,male,258,3,41,99,3,6,36
5436,1955,female,257,3,50,163,17,"55,89",67
5437,1978,male,159,2,113,284,3,"10,98",31
5438,1964,male,463,2,248,754,7,"60,93",405
5439,1947,female,64,7,62,9,3,"9,98",40
5440,1945,male,259,7,17,30,13,"56,88",116
5441,1959,female,260,2,20,388,4,"7,99",72
5442,1946,female,357,6,76,20,6,"16,94",35
5443,1952,female,212,3,159,144,2,"1,98",24
5444,1950,female,853,13,39,425,44,"372,57",75
5445,1972,male,221,2,50,732,1,"9,99",57
5446,1968,female,400,6,62,20,2,"2,99",13
5447,1964,male,268,2,153,2540,3,"3,97",74
5448,1984,male,449,10,379,1076,5,"17,95",47
5449,1962,male,371,19,337,737,4,"3,96",42
5450,1962,female,78,3,62,93,4,"10,97",53
5451,1926,male,250,2,26,708,3,"22,98",63
5452,1967,male,162,2,137,378,6,"22,95",507
5453,1964,male,272,28,258,271,1,"0,99",35
5454,1966,male,219,5,202,34,3,"6,97",9
5455,1983,male,429,5,153,267,6,"26,94",34
5456,1945,male,659,14,613,168,9,"26,91",23
5457,1959,male,261,10,234,10,1,"4,99",7
5458,1944,female,383,4,238,345,4,"20,96",30
5459,1971,female,170,2,170,1767,1,"99,99",999
5460,1973,female,74,18,73,82,1,"1,99",18
5461,1971,male,267,2,184,1025,3,"15,97",26
5462,1967,male,38,16,28,8,5,"21,95",54
5463,1969,male,395,14,390,263,1,"4,99",7
5464,1975,male,355,10,337,341,6,"18,94",20
5465,1944,female,262,2,67,457,25,"26,75",33
5466,1959,female,40,23,30,13,2,4,21
5467,1964,male,368,27,215,52,2,"1,98",14
5468,1960,male,394,25,390,24,1,"4,99",9
5469,1951,male,430,26,212,9,2,"1,98",6
5470,1964,male,170,11,145,152,3,"14,97",25
5471,1963,male,258,25,180,23,4,"89,96",11
5472,1964,male,621,2,12,147,4,"224,96",206
5473,1997,male,405,7,190,306,1,"0,99",18
5474,1967,male,183,2,132,197,4,"6,98",36
5475,1960,female,259,14,255,77,5,"34,94",19
5476,1939,female,243,2,41,315,4,"6,98",36
5477,1949,female,212,2,176,428,19,"234,8",18
5478,1945,female,270,2,5,161,9,"46,97",72
5479,1970,male,28,2,19,145,1,"0,99",27
5480,1956,female,584,21,575,295,1,"4,99",24
5481,1948,male,262,4,26,292,41,"316,6",44
5482,1955,male,247,25,244,5,1,"4,99",8
5483,1980,female,18,2,14,60,2,"3,99",31
5484,1949,male,644,2,637,652,2,"5,98",24
5485,1987,female,30,14,22,8,2,"3,98",29
5486,1954,female,379,2,363,154,1,"0,99",12
5487,1946,male,272,2,145,1794,51,"351,47",46
5488,1954,male,256,29,248,78,5,"7,95",9
5489,1962,male,250,2,89,227,2,"2,99",50
5490,1957,male,856,6,400,63,3,"10,97",13
5491,1952,female,225,6,40,225,37,"248,64",96
5492,1957,male,404,10,322,390,3,"11,97",34
5493,1970,male,249,17,139,29,1,"0,99",15
5494,1961,female,258,2,200,190,3,"2,97",38
5495,1944,male,267,2,186,155,54,"572,43",15
5496,1969,male,378,3,145,233,2,"26,99",56
5497,1960,male,243,2,97,161,8,"12,95",35
5498,1959,male,17,2,13,53,2,"6,98",32
5499,1952,female,370,11,369,45,1,"0,99",7
5500,1965,male,353,27,136,331,1,"0,99",44
5501,1950,male,262,2,2,481,29,"91,78",75
5502,1968,female,30,27,29,6,1,"0,99",16
5503,1965,female,172,5,51,155,9,"58,93",90
5504,1961,male,224,15,153,181,2,3,12
5505,1960,male,378,3,376,105,3,"6,97",20
5506,1968,female,255,4,79,86,3,"74,97",60
5507,1961,male,378,3,303,315,14,"70,86",30
5508,1975,female,255,19,245,41,1,"4,99",17
5509,1955,female,221,6,220,8,14,"136,86",10
5510,1966,female,209,21,159,112,7,"42,94",28
5511,1955,male,389,4,228,269,1,"4,99",25
5512,1950,female,219,2,131,307,1,1,22
5513,1970,male,453,1,4,80,11,"96,9",107
5514,1943,female,159,2,73,692,13,"67,87",45
5515,1966,male,403,2,398,37,6,"52,94",14
5516,1965,female,377,8,233,73,5,"4,95",8
5517,1949,female,261,22,99,504,19,"315,81",115
5518,1952,male,74,22,74,9,1,"0,99",13
5519,1969,male,259,2,76,874,41,"217,6",58
5520,1962,male,18,2,11,30,1,"0,99",21
5521,1941,female,367,13,133,80,4,"18,96",39
5522,1967,male,259,3,145,173,18,"20,83",25
5523,1963,male,49,2,15,175,2,"2,99",25
5524,1955,female,164,7,12,239,6,"12,96",36
5525,1979,male,73,26,69,33,1,"9,99",56
5526,1951,male,370,2,249,900,9,"416,9",96
5527,1933,male,551,29,525,472,9,"51,91",31
5528,1954,male,378,5,231,148,1,"0,99",21
5529,1969,male,257,4,40,135,3,"5,99",47
5530,1969,male,273,7,233,65,7,"20,93",30
5531,1950,female,49,3,41,30,2,"10,98",47
5532,1970,male,223,2,204,256,5,"24,95",18
5533,1949,male,206,2,2,318,102,"561,99",198
5534,1994,male,25,22,25,11,1,2,22
5535,1978,male,377,17,190,85,8,"47,92",17
5536,1952,male,55,2,40,129,1,2,25
5537,1993,male,171,18,22,69,15,"135,88",90
5538,1934,female,234,5,14,14,3,"11,97",38
5539,1955,female,267,3,245,30,14,"84,85",9
5540,1963,male,268,12,77,10,3,"16,97",50
5541,1965,male,270,3,255,429,1,"0,99",56
5542,1969,male,237,8,193,37,2,"4,98",12
5543,1946,female,257,28,238,8,1,"0,99",8
5544,1949,male,61,2,61,142,1,2,38
5545,1953,male,234,5,151,81,1,"0,99",27
5546,1964,female,770,4,454,92,1,"0,99",19
5547,1954,male,201,30,160,113,2,"10,98",13
5548,1959,male,391,2,5,778,14,"80,93",121
5549,1970,male,66,4,4,63,4,"6,99",37
5550,1977,male,428,12,158,47,7,"6,93",8
5551,1949,female,258,2,4,67,42,"814,59",192
5552,1945,male,268,13,78,23,2,"10,98",36
5553,1965,female,272,2,7,363,20,"133,82",72
5554,1969,male,451,5,33,271,11,"112,9",36
5555,1940,male,243,6,57,443,47,"82,57",133
5556,1940,male,210,1,207,170,2,"3,98",20
5557,1986,male,74,26,49,87,3,"6,98",38
5558,1959,male,222,4,4,222,28,"1002,73",194
5559,1947,male,159,2,7,98,19,"412,86",138
5560,1961,female,74,14,73,21,1,"0,99",11
5561,1958,female,53,2,8,27,7,"45,94",114
5562,1967,male,268,2,264,25,2,"5,98",17
5563,1949,female,237,2,28,829,14,"142,9",82
5564,1917,male,365,2,182,602,3,"2,97",41
5565,1973,male,75,25,25,9,2,"3,98",33
5566,1905,male,816,2,255,303,4,"5,96",13
5567,1950,male,430,2,2,406,108,"572,13",207
5568,1968,male,354,19,19,11,3,"15,98",42
5569,1940,female,795,17,307,25,1,"4,99",10
5570,1964,male,233,4,82,161,3,"3,98",17
5571,1949,male,468,5,159,564,1,1,25
5572,1956,male,378,5,301,32,6,"13,94",7
5573,1950,male,258,1,6,84,16,"274,87",190
5574,1960,female,222,16,103,495,15,"286,88",249
5575,1964,male,237,2,15,17,5,"59,95",82
5576,1961,female,67,3,29,110,2,"2,99",32
5577,1953,male,452,1,5,2030,15,"147,98",139
5578,1958,female,213,10,60,16,3,"5,98",49
5579,1974,male,189,6,177,206,1,"0,99",72
5580,1978,male,61,25,25,124,23,"167,8",119
5581,1956,male,195,17,180,94,1,"9,99",42
5582,1971,female,258,2,246,534,1,"0,99",20
5583,1943,female,235,23,44,322,29,"1027,71",203
5584,1982,female,51,3,38,103,6,"44,97",100
5585,1965,female,170,3,55,244,5,"30,96",58
5586,1947,female,225,3,102,106,4,"4,97",32
5587,1941,male,391,19,195,24,8,"17,92",8
5588,1966,female,74,17,39,51,4,"13,99",44
5589,1971,male,389,4,212,1064,5,"45,94",57
5590,1975,female,256,21,256,4,1,"0,99",2
5591,1982,male,29,2,2,67,5,"12,97",60
5592,1960,female,74,2,54,149,2,5,24
5593,1980,female,74,3,42,114,4,"63,96",114
5594,1942,male,231,6,192,38,8,"44,92",11
5595,1964,male,262,4,259,41,3,"7,96",7
5596,1960,female,243,13,187,207,16,"90,84",22
5597,1965,female,26,2,10,43,4,"10,99",24
5598,1922,male,161,2,142,376,2,"2,99",13
5599,1943,female,80,2,2,55,17,"313,85",179
5600,1957,male,378,12,314,11,1,"0,99",8
5601,1947,female,80,22,61,53,15,"243,86",181
5602,1967,female,158,2,5,222,14,"62,91",110
5603,1965,male,80,10,17,12,4,"34,96",54
5604,1951,male,464,2,31,102,2,"3,98",33
5605,1956,male,50,2,19,108,4,"24,99",57
5606,1946,female,225,2,25,11,3,"18,97",7
5607,1975,female,258,2,229,22,2,"14,98",10
5608,1963,female,68,2,12,268,7,"29,94",49
5609,1974,male,366,26,26,102,19,"247,82",39
5610,1958,male,468,9,33,11,1,"0,99",31
5611,1965,male,392,29,389,254,10,"31,9",18
5612,1978,male,378,3,248,12,1,"0,99",7
5613,1963,male,268,13,268,4,1,"24,99",3
5614,1955,male,357,1,7,152,47,"1315,57",328
5615,1951,male,268,2,12,399,52,"285,47",98
5616,1943,male,159,5,159,6,1,"0,99",6
5617,1954,female,80,2,8,77,14,"149,92",133
5618,1970,male,442,16,37,377,46,"821,59",165
5619,1943,female,219,8,132,474,111,"1265,89",31
5620,1960,male,440,25,439,11,2,"10,98",9
5621,1949,female,271,2,17,1603,12,"40,9",57
5622,1947,male,270,19,267,368,4,"24,96",23
5623,1969,male,207,8,109,116,4,"4,97",41
5624,1985,male,378,9,206,322,2,"1,98",16
5625,1955,female,413,3,50,276,9,"18,92",24
5626,1979,male,74,17,43,54,1,2,26
5627,1967,male,439,23,437,24,5,"16,95",17
5628,1962,male,170,13,33,92,32,"398,71",128
5629,1944,female,212,15,57,109,12,"24,91",16
5630,1958,female,219,2,214,555,2,"2,98",22
5631,1964,male,237,2,46,223,7,"26,95",99
5632,1958,female,163,19,81,363,31,"587,73",240
5633,1951,male,370,22,88,141,3,"8,98",35
5634,1964,female,256,5,59,138,17,"104,83",41
5635,1957,male,73,2,62,119,4,"7,99",58
5636,1972,female,257,8,131,154,2,"2,99",21
5637,1933,female,256,12,149,86,19,"37,81",11
5638,1974,male,558,23,526,48,4,"15,96",13
5639,1969,male,391,10,30,27,1,"0,99",21
5640,1963,male,267,2,267,125,1,"4,99",13
5641,1948,male,268,2,16,1017,218,"3247,95",218
5642,1942,female,247,2,2,143,24,"123,78",90
5643,1944,male,453,16,277,392,5,"35,95",41
5644,1959,male,65,20,50,43,1,2,34
5645,1959,male,54,2,20,107,15,"666,88",254
5646,1946,male,24,20,21,15,2,"3,99",35
5647,1959,male,172,2,4,814,5,"19,98",52
5648,1957,female,201,2,38,119,3,"14,97",21
5649,1974,male,31,22,22,2,1,"0,99",9
5650,1969,male,856,2,14,1129,6,"16,95",48
5651,1947,male,438,2,269,450,2,"5,98",25
5652,1957,male,237,1,6,177,6,"24,96",89
5653,1960,female,646,3,384,146,4,"7,96",32
5654,1973,female,272,14,271,12,1,"0,99",3
5655,1960,male,218,4,14,292,38,"80,64",82
5656,1948,male,212,10,209,73,1,"0,99",20
5657,1972,male,49,24,28,27,1,"0,99",32
5658,1952,female,38,28,28,4,1,2,8
5659,1935,male,53,2,25,148,5,"126,98",115
5660,1972,male,383,29,29,6,3,"3,98",19
5661,1950,male,234,3,6,81,19,"140,85",131
5662,1941,female,51,17,40,42,1,"0,99",20
5663,1961,male,260,20,20,27,37,"249,63",124
5664,1954,female,219,3,54,50,4,"39,96",67
5665,1967,male,267,14,214,262,4,"25,96",17
5666,1952,female,269,2,83,513,21,"136,79",59
5667,1944,female,63,9,32,77,6,"14,97",47
5668,1970,male,376,11,345,26,2,"10,98",7
5669,1969,male,259,6,187,93,8,"40,92",13
5670,1905,female,268,28,60,52,4,"6,99",15
5671,1955,male,383,2,374,360,1,"1,99",55
5672,1941,male,257,4,4,149,43,"316,61",116
5673,1974,female,267,11,228,40,1,"4,99",10
5674,1962,male,392,10,11,369,5,"36,96",55
5675,1974,female,256,4,28,57,5,"10,98",49
5676,1959,female,379,22,379,38,1,"0,99",10
5677,1948,male,234,23,85,220,34,"221,7",70
5678,1952,female,378,2,159,1072,4,"20,97",20
5679,1968,female,74,14,16,3,1,"0,99",17
5680,1975,female,200,10,31,93,29,"250,71",127
5681,1960,female,262,2,53,479,109,"562,91",107
5682,1964,female,246,5,88,102,9,"20,95",53
5683,1960,male,388,3,109,352,38,"511,63",64
5684,1940,male,31,5,29,3,2,"6,98",16
5685,1965,female,224,4,76,296,19,"155,83",64
5686,1965,female,395,11,131,290,2,"2,99",36
5687,1953,male,260,17,134,320,3,"14,97",55
5688,1984,female,268,10,45,129,4,"8,97",26
5689,1938,female,257,7,62,205,118,"2627,87",145
5690,1971,male,159,14,159,7,1,1,3
5691,1957,male,78,2,34,442,22,"1216,82",760
5692,1982,male,6,2,6,6,1,"9,99",44
5693,1955,male,367,3,366,60,2,"5,98",11
5694,1942,female,80,4,24,62,27,"563,78",190
5695,1980,female,379,18,378,273,3,"110,97",126
5696,1942,male,219,30,219,6,1,"9,99",4
5697,1962,female,79,2,30,260,11,"68,92",96
5698,1969,male,259,24,245,23,2,"18,98",7
5699,1971,male,80,2,12,81,19,"849,86",332
5700,1946,female,209,2,159,166,6,"19,94",9
5701,1953,female,75,5,67,134,2,"5,98",41
5702,1956,female,388,2,263,270,1,"0,99",12
5703,1964,male,429,1,30,53,7,"18,94",50
5704,1957,female,222,2,47,1367,3,"3,99",72
5705,1943,female,232,2,12,782,5,"24,97",53
5706,1964,female,78,6,72,25,2,"10,98",32
5707,1974,female,380,2,39,294,5,"36,95",23
5708,1953,male,273,2,2,555,29,"255,73",112
5709,1978,male,261,16,215,217,1,"0,99",9
5710,1963,male,257,2,204,75,8,"23,92",11
5711,1964,female,238,2,221,494,9,"53,91",19
5712,1970,male,268,15,144,43,1,1,22
5713,1956,male,257,14,243,58,10,"53,89",10
5714,1948,male,64,3,14,13,2,"3,98",20
5715,1968,male,77,2,37,65,4,"10,96",35
5716,1963,male,248,6,12,7,2,"2,99",28
5717,1948,male,590,13,50,2571,96,"6086,02",236
5718,1959,male,200,13,34,89,21,"248,82",143
5719,1967,male,231,18,229,65,2,"14,98",37
5720,1940,,212,2,126,372,11,"121,9",116
5721,1955,female,223,11,223,6,1,"9,99",1
5722,1969,male,413,2,159,476,1,1,20
5723,1975,male,73,2,22,129,2,"1,98",75
5724,1950,male,187,5,37,106,12,"87,89",74
5725,1954,male,236,8,47,34,4,"9,98",37
5726,1957,female,199,24,189,58,4,"57,96",10
5727,1956,female,234,30,45,17,11,"65,9",68
5728,1966,female,177,2,81,201,2,3,27
5729,1959,male,767,3,203,15,1,"0,99",13
5730,1960,female,267,16,61,262,48,"381,53",55
5731,1946,male,379,30,35,4,1,"1,99",20
5732,1963,male,52,2,11,81,2,4,32
5733,1942,male,206,2,2,634,26,"190,81",130
5734,1967,female,379,2,267,478,1,"1,98",51
5735,1960,male,243,21,243,12,1,"0,99",3
5736,1968,male,466,3,7,1375,17,"102,83",107
5737,1944,female,378,29,303,38,4,"16,96",10
5738,1948,male,173,2,122,208,4,"11,97",41
5739,1962,male,272,2,23,386,15,"66,85",35
5740,1956,female,413,14,287,6,1,"4,99",3
5741,1979,female,268,2,262,84,2,"2,98",12
5742,1941,female,257,6,190,461,7,"20,93",41
5743,1948,female,237,2,209,796,3,"4,97",35
5744,1948,female,163,1,11,677,3,"8,97",45
5745,1958,male,378,2,8,342,5,"21,97",30
5746,1956,female,220,10,151,74,1,1,16
5747,1996,male,212,16,199,30,4,"3,96",15
5748,1956,male,222,2,2,20,13,"139,88",59
5749,1965,female,260,2,5,394,52,"278,55",142
5750,1969,female,18,10,16,13,1,"0,99",19
5751,1929,female,830,26,81,10,1,2,16
5752,1971,female,73,5,65,21,6,"31,95",73
5753,1949,male,65,1,49,209,1,"0,99",21
5754,1967,male,467,27,239,115,2,"1,98",12
5755,1946,female,199,6,176,152,10,"64,9",28
5756,1964,female,261,19,33,179,13,"73,92",80
5757,1979,female,367,9,221,334,5,"30,95",24
5758,1960,female,19,2,10,15,1,"0,99",20
5759,1955,female,244,24,209,82,13,"27,86",12
5760,1989,female,218,4,137,120,6,"42,94",49
